est_diameter_km,relative_velocity_kms,miss_distance_km,absolute_magnitude,orbit_uncertainty,inclination_deg,is_hazardous
0.18354729243605822,18.575817089268817,9000000.0,26.884196944302353,6,22.131070291969603,0
0.04783564977646977,16.626599264272905,9000000.0,29.97881898847903,0,22.497800079709776,0
0.2866340957904373,23.04830538251961,2919775.4560459764,25.304499058194207,8,0.45883473043286493,0
0.3466515148585587,21.247132241882085,2411887.924104543,24.96605305671756,5,11.867082955580956,0
0.019234779839835913,1.0,9000000.0,30.56606747897714,7,8.550110747426233,0
0.03680286782331246,20.816695430999197,5470525.6271182,29.794245635279193,6,29.019255486853496,0
0.1537911759901186,9.975644133471413,2217153.5975120985,26.97705637843624,3,9.64026325156724,0
0.09864353411577184,7.047898809859108,9000000.0,28.122134571322125,2,11.1053632159525,0
0.1330804884480897,15.680686127385053,6444044.4760987535,26.659504658523847,3,18.822560676726614,0
0.05766851465799234,19.87679776321008,9000000.0,29.04649362610838,7,19.158975463100425,0
0.3260834251005506,5.514857727992229,9000000.0,24.99665683716892,6,28.384072798439583,0
0.2945789988272925,21.93203491940286,9000000.0,25.509833275046546,6,13.577489813252393,0
0.14457320330521742,22.343371932721197,9000000.0,27.908335777921188,1,9.840748474414386,0
0.4177973414750733,17.328833374096483,464301.35022470576,24.144688188902904,0,21.28851627348497,0
0.21599702214733085,10.92663458841066,3342326.106522051,26.08975268228894,6,25.48983643664123,0
0.05730929437698932,10.144353970674956,9000000.0,28.22230192512173,9,34.74091276477055,0
0.1956849685985703,24.18152492106159,9000000.0,26.5105212136157,3,21.640458688206245,0
0.05187685194992479,6.421441194528667,1430341.4799486075,29.566475405696224,4,17.17567511040053,0
0.3257745508407779,24.451293225734247,9000000.0,25.454588675281755,9,4.657380390228166,0
0.12874444178317923,15.843605886086943,3406025.703193248,27.230564103592663,2,34.54230796852177,0
0.11249321575621327,16.3291585025,9000000.0,28.223640983930636,5,23.97471353014339,0
0.06849945126993395,5.043386062106725,9000000.0,28.69091811272176,0,5.7756102662820545,0
0.45957245777013606,15.972983589099893,9000000.0,25.05126994842782,2,16.088705170563635,0
0.11595773797409457,21.29509861207963,9000000.0,27.85650442987622,3,19.61058174564245,0
0.08818416897464032,7.645129385036132,9000000.0,26.601672454771446,6,7.5907057457786085,0
0.09516590420066422,20.49045107076292,9000000.0,27.85229079627746,3,25.636850154646314,0
0.23045703928778707,17.623085775753157,9000000.0,25.555775288556067,4,22.76181447014288,0
0.19503896192445158,12.493710703173852,9000000.0,26.02615958078877,2,8.181157404417304,0
0.2044836232927548,22.98271160543913,3004239.9771871204,27.08032236558361,1,34.64147297399064,0
0.20821605821270867,1.5842026171501065,7377294.192153078,26.11816369459773,7,33.20339823402144,0
1.1521705530873778,19.426765241205963,9000000.0,23.619934762152084,6,9.293238837130978,0
0.09013785877993073,28.336046106513045,9000000.0,27.293164286046157,6,15.463425411347432,0
0.08108618082831108,27.079601973704634,9000000.0,27.660902145701737,5,31.317577955330275,0
0.05997828324182466,19.72864704376966,9000000.0,29.15635891122967,1,14.22035451411836,0
0.2505690926754815,14.88823456708408,976154.0577675384,25.74969973650984,5,33.418718091778985,1
